,tail_id,score,tail_label,relation
1301,231,11.448440551757812,[biomarker]:not_reflects:[delta],[agent]:causes:[action]
1302,545,11.380743026733398,[target]:requires_monitoring:[action],[agent]:causes:[action]
1303,484,11.20854377746582,[fact_arg]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1304,313,11.195825576782227,[condition]:requires_monitoring:[action],[agent]:causes:[action]
1305,83,11.038286209106445,Liver biopsy,[agent]:causes:[action]
1306,612,10.910480499267578,worsen,[agent]:causes:[action]
1307,491,10.803400039672852,[outcome]:enables:[target],[agent]:causes:[action]
1308,488,10.782503128051758,[literal]:indicator_of:[target],[agent]:causes:[action]
1309,93,10.725496292114258,Mayo Risk Score,[agent]:causes:[action]
1310,519,10.699357986450195,[target]:indicator_of:[literal],[agent]:causes:[action]
1311,373,10.579870223999023,[evidence_source]:observational:[agent],[agent]:causes:[action]
1312,124,10.35984992980957,SENT_5,[agent]:causes:[action]
1313,599,9.742456436157227,raised/qualitative,[agent]:causes:[action]
1314,303,9.608200073242188,[condition]:observational_association:[agent],[agent]:causes:[action]
1315,116,9.605779647827148,SENT_11,[agent]:causes:[action]
1316,187,9.477169036865234,[agent]:not_diagnostic_for:[condition],[agent]:causes:[action]
1317,530,9.433725357055664,[target]:observational:[context],[agent]:causes:[action]
1318,206,9.409431457519531,[agent]:observed_in:[target],[agent]:causes:[action]
1319,233,9.252660751342773,[biomarker]:observed_in:[cohort],[agent]:causes:[action]
1320,156,9.226543426513672,[agent]:calculates:[target],[agent]:causes:[action]
1321,135,9.215063095092773,Transaminase,[agent]:causes:[action]
1322,394,9.18031120300293,[fact_arg->agent]:implies:[fact_arg->fact_arg->target],[agent]:causes:[action]
1323,496,8.892868041992188,[prevalence]:observed_in:[delta],[agent]:causes:[action]
1324,79,8.786401748657227,Intrahepatic cholestasis,[agent]:causes:[action]
1325,420,8.782815933227539,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1326,501,8.680492401123047,[target]:causes:[agent],[agent]:causes:[action]
1327,67,8.67802619934082,GGT,[agent]:causes:[action]
1328,285,8.669075012207031,[condition]:diagnostic_for:[co_agent],[agent]:causes:[action]
1329,200,8.613758087158203,[agent]:observational_association:[condition],[agent]:causes:[action]
1330,562,8.576150894165039,assessed in conjunction with a thorough history and clinical examination,[agent]:causes:[action]
1331,561,8.569303512573242,antimitochondrial antibodies,[agent]:causes:[action]
1332,19,8.55728530883789,AST,[agent]:causes:[action]
1333,97,8.43802261352539,Men,[agent]:causes:[action]
1334,131,8.32602310180664,Screening blood tests,[agent]:causes:[action]
1335,154,8.315677642822266,[action]:used_for:[target],[agent]:causes:[action]
1336,409,8.270082473754883,[fact_arg->condition]:implies:[fact_arg],[agent]:causes:[action]
1337,495,8.244852066040039,[prevalence]:observed_in:[condition],[agent]:causes:[action]
1338,241,8.16006851196289,[biomarker]:suggests:[suggested_condition],[agent]:causes:[action]
1339,123,8.034128189086914,SENT_4,[agent]:causes:[action]
1340,469,8.002643585205078,[fact_arg->target]:implies:[fact_arg],[agent]:causes:[action]
1341,364,7.974562168121338,[effect]:causes:[condition],[agent]:causes:[action]
1342,372,7.945592403411865,[evidence_source]:diagnostic_for:[target],[agent]:causes:[action]
1343,51,7.937953472137451,Current drinkers,[agent]:causes:[action]
1344,479,7.899221897125244,[fact_arg]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1345,300,7.894171237945557,[condition]:observational:[delta],[agent]:causes:[action]
1346,330,7.854285717010498,[criteria]:recommends:[agent],[agent]:causes:[action]
1347,402,7.708367824554443,[fact_arg->component]:implies:[fact_arg->target],[agent]:causes:[action]
1348,432,7.705833911895752,[fact_arg->fact_arg->condition]:implies:[fact_arg->target],[agent]:causes:[action]
1349,16,7.5787529945373535,ALT titre,[agent]:causes:[action]
1350,353,7.545253276824951,[delta]:observed_in:[condition],[agent]:causes:[action]
1351,393,7.541039943695068,[fact_arg->agent]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1352,299,7.506886005401611,[condition]:observational:[context],[agent]:causes:[action]
1353,104,7.420289516448975,Nutritionally-deficient heavy-drinkers,[agent]:causes:[action]
1354,336,7.365217685699463,[delta]:causes:[target],[agent]:causes:[action]
1355,415,7.2724995613098145,[fact_arg->fact_arg->action]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1356,14,7.114260196685791,ALT,[agent]:causes:[action]
1357,588,7.093521595001221,liver enzymes,[agent]:causes:[action]
1358,552,7.007944583892822,[target]:used_for:[action],[agent]:causes:[action]
1359,151,6.9306206703186035,[action]:requires_monitoring:[condition],[agent]:causes:[action]
1360,462,6.779086589813232,[fact_arg->target]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1361,500,6.727345943450928,[target]:calculates:[agent],[agent]:causes:[action]
1362,389,6.721275806427002,[fact_arg->agent]:implies:[fact_arg->component],[agent]:causes:[action]
1363,167,6.6632561683654785,[agent]:diagnostic_for:[co_agent],[agent]:causes:[action]
1364,80,6.655872821807861,Investigation,[agent]:causes:[action]
1365,328,6.654571056365967,[context]:observational:[target],[agent]:causes:[action]
1366,82,6.639038562774658,Liver Function Tests,[agent]:causes:[action]
1367,575,6.638746738433838,fluctuate/qualitative,[agent]:causes:[action]
1368,213,6.638359546661377,[agent]:requires:[target],[agent]:causes:[action]
1369,593,6.627867221832275,normal or disproportionately lower than GGT/qualitative,[agent]:causes:[action]
1370,458,6.600790500640869,[fact_arg->target]:implies:[fact_arg->action],[agent]:causes:[action]
1371,301,6.592576503753662,[condition]:observational:[evidence_source],[agent]:causes:[action]
1372,534,6.5895161628723145,[target]:observational_association:[delta],[agent]:causes:[action]
1373,287,6.551368236541748,[condition]:diagnostic_for:[target],[agent]:causes:[action]
1374,210,6.506021976470947,[agent]:recommends:[action],[agent]:causes:[action]
1375,591,6.432730197906494,may be normal/qualitative,[agent]:causes:[action]
1376,428,6.338877201080322,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->agent],[agent]:causes:[action]
1377,416,6.3241658210754395,[fact_arg->fact_arg->action]:implies:[fact_arg->target],[agent]:causes:[action]
1378,249,6.279663562774658,[co_agent]:enables:[outcome],[agent]:causes:[action]
1379,417,6.228041172027588,[fact_arg->fact_arg->action]:implies:[fact_arg],[agent]:causes:[action]
1380,555,6.138990879058838,[target]:useful_for:[agent],[agent]:causes:[action]
1381,467,6.0802483558654785,[fact_arg->target]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1382,75,5.998227596282959,Hyperglycemia,[agent]:causes:[action]
1383,578,5.866055011749268,imaging,[agent]:causes:[action]
1384,6,5.849096775054932,1900-01-01,[agent]:causes:[action]
1385,376,5.795455455780029,[evidence_source]:observational:[delta],[agent]:causes:[action]
1386,506,5.694210529327393,[target]:diagnostic_for:[co_agent],[agent]:causes:[action]
1387,53,5.604158878326416,Diagnosis of cirrhosis in NAFLD,[agent]:causes:[action]
1388,356,5.599823474884033,[delta]:reflects:[target],[agent]:causes:[action]
1389,461,5.585011005401611,[fact_arg->target]:implies:[fact_arg->condition],[agent]:causes:[action]
1390,91,5.468029022216797,Magnetic Resonance Cholangiopancreatography,[agent]:causes:[action]
1391,547,5.452663421630859,[target]:requires_monitoring:[condition],[agent]:causes:[action]
1392,324,5.394835472106934,[context]:observational:[agent],[agent]:causes:[action]
1393,342,5.278930187225342,[delta]:observational:[condition],[agent]:causes:[action]
1394,199,5.25,[agent]:observational:[target],[agent]:causes:[action]
1395,538,5.240413188934326,[target]:provides_information_on:[agent],[agent]:causes:[action]
1396,46,5.118709564208984,Choledocholithiasis,[agent]:causes:[action]
1397,100,4.976171016693115,NASH,[agent]:causes:[action]
1398,457,4.92874813079834,[fact_arg->fact_arg]:implies:[fact_arg],[agent]:causes:[action]
1399,114,4.922013759613037,SENT_1,[agent]:causes:[action]
1400,288,4.877894878387451,[condition]:differentiates:[agent],[agent]:causes:[action]
1401,603,4.868073463439941,rise and fall gradually/qualitative,[agent]:causes:[action]
1402,358,4.853924751281738,[delta]:suggests:[suggested_condition],[agent]:causes:[action]
1403,273,4.791009426116943,[comparator]:greater_than:[agent],[agent]:causes:[action]
1404,419,4.760517120361328,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1405,346,4.706061840057373,[delta]:observational:[target],[agent]:causes:[action]
1406,539,4.697455883026123,[target]:reflects:[biomarker],[agent]:causes:[action]
1407,207,4.651315212249756,[agent]:precludes:[co_agent],[agent]:causes:[action]
1408,523,4.641695022583008,[target]:not_observed:[agent],[agent]:causes:[action]
1409,374,4.526528835296631,[evidence_source]:observational:[condition],[agent]:causes:[action]
1410,610,4.500202655792236,used to differentiate between cholestasis and hepatitis and aid diagnosis in mixed picture,[agent]:causes:[action]
1411,219,4.483219623565674,[agent]:specificity_decreases:[condition],[agent]:causes:[action]
1412,418,4.482338905334473,[fact_arg->fact_arg->agent]:implies:[fact_arg->agent],[agent]:causes:[action]
1413,487,4.437317371368408,[literal]:indicator_of:[agent],[agent]:causes:[action]
1414,498,4.412158489227295,[suggested_condition]:suggests:[delta],[agent]:causes:[action]
1415,294,4.390440464019775,[condition]:not_diagnostic_for:[agent],[agent]:causes:[action]
1416,170,4.28382682800293,[agent]:diagnostic_for:[target],[agent]:causes:[action]
1417,405,4.202582836151123,[fact_arg->condition]:implies:[fact_arg->agent],[agent]:causes:[action]
1418,61,4.180532932281494,European Association for Study of the Liver,[agent]:causes:[action]
1419,34,4.064662456512451,Alcohol consumption without food,[agent]:causes:[action]
1420,281,3.9921603202819824,[condition]:causes:[delta],[agent]:causes:[action]
1421,282,3.949066638946533,[condition]:causes:[effect],[agent]:causes:[action]
1422,354,3.938142776489258,[delta]:observed_in:[prevalence],[agent]:causes:[action]
1423,337,3.828124523162842,[delta]:not_reflects:[biomarker],[agent]:causes:[action]
1424,569,3.740795612335205,decrease/string,[agent]:causes:[action]
1425,398,3.514279842376709,[fact_arg->agent]:implies:[fact_arg->threshold],[agent]:causes:[action]
1426,35,3.4978675842285156,Alcohol intake (top two quartiles),[agent]:causes:[action]
1427,430,3.432647705078125,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1428,20,3.3644604682922363,AST production,[agent]:causes:[action]
1429,216,3.3485960960388184,[agent]:requires_monitoring:[target],[agent]:causes:[action]
1430,105,3.3473153114318848,Oesophageal varices,[agent]:causes:[action]
1431,584,3.28572416305542,less decrease/string,[agent]:causes:[action]
1432,351,3.2686305046081543,[delta]:observed_in:[biomarker],[agent]:causes:[action]
1433,310,3.0208301544189453,[condition]:requires_investigation:[action],[agent]:causes:[action]
1434,235,2.981377601623535,[biomarker]:observed_in:[delta],[agent]:causes:[action]
1435,215,2.9566845893859863,[agent]:requires_monitoring:[condition],[agent]:causes:[action]
1436,40,2.952521800994873,Bilirubin,[agent]:causes:[action]
1437,194,2.883288860321045,[agent]:observational:[condition],[agent]:causes:[action]
1438,470,2.818443775177002,[fact_arg->threshold]:implies:[fact_arg->action],[agent]:causes:[action]
1439,598,2.5651698112487793,pyridoxal-5’-phosphate (vitamin B6),[agent]:causes:[action]
1440,492,2.531367778778076,[outcome]:observational_association:[agent],[agent]:causes:[action]
1441,453,2.5236992835998535,[fact_arg->fact_arg]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1442,238,2.4417948722839355,[biomarker]:reflects:[target],[agent]:causes:[action]
1443,145,2.4078660011291504,[action]:recommends:[co_agent],[agent]:causes:[action]
1444,321,2.373283863067627,[condition]:useful_for:[target],[agent]:causes:[action]
1445,144,2.3385820388793945,[action]:recommends:[agent],[agent]:causes:[action]
1446,423,2.2051243782043457,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1447,55,2.198955535888672,Disease activity,[agent]:causes:[action]
1448,472,2.197883129119873,[fact_arg->threshold]:implies:[fact_arg->condition],[agent]:causes:[action]
1449,445,2.1958956718444824,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1450,541,2.153252601623535,[target]:requires:[agent],[agent]:causes:[action]
1451,607,2.147920608520508,transaminases,[agent]:causes:[action]
1452,473,2.0756258964538574,[fact_arg->threshold]:implies:[fact_arg->target],[agent]:causes:[action]
1453,323,2.040022850036621,[context]:causes:[effect],[agent]:causes:[action]
1454,247,1.8884034156799316,[co_agent]:diagnostic_for:[target],[agent]:causes:[action]
1455,425,1.8268237113952637,[fact_arg->fact_arg->agent]:implies:[fact_arg],[agent]:causes:[action]
1456,208,1.819882869720459,[agent]:precludes:[target],[agent]:causes:[action]
1457,171,1.5916752815246582,[agent]:differentiates:[component],[agent]:causes:[action]
1458,437,1.5176191329956055,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1459,37,1.507887840270996,American Association for Study of Liver Disease,[agent]:causes:[action]
1460,108,1.4864609241485596,Pattern of enzymes,[agent]:causes:[action]
1461,162,1.4770057201385498,[agent]:causes:[context],[agent]:causes:[action]
1462,556,1.4274473190307617,[target]:useful_for:[condition],[agent]:causes:[action]
1463,540,1.2543134689331055,[target]:reflects:[delta],[agent]:causes:[action]
1464,41,1.2284913063049316,Binge drinking,[agent]:causes:[action]
1465,179,1.2037200927734375,[agent]:greater_than:[condition],[agent]:causes:[action]
1466,163,1.1446418762207031,[agent]:causes:[delta],[agent]:causes:[action]
1467,119,1.0611717700958252,SENT_14,[agent]:causes:[action]
1468,304,0.9830198287963867,[condition]:observational_association:[outcome],[agent]:causes:[action]
1469,327,0.9810581207275391,[context]:observational:[evidence_source],[agent]:causes:[action]
1470,298,0.8816981315612793,[condition]:observational:[agent],[agent]:causes:[action]
1471,429,0.7961652278900146,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->target],[agent]:causes:[action]
1472,447,0.7483181953430176,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1473,443,0.718942403793335,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1474,441,0.7066845893859863,[fact_arg->fact_arg->target]:implies:[fact_arg],[agent]:causes:[action]
1475,284,0.6875910758972168,[condition]:diagnostic_for:[agent],[agent]:causes:[action]
1476,312,0.5216555595397949,[condition]:requires_investigation:[threshold],[agent]:causes:[action]
1477,270,0.5028986930847168,[cohort]:observed_in:[biomarker],[agent]:causes:[action]
1478,597,0.4735836982727051,preferential rise,[agent]:causes:[action]
1479,513,0.4716918468475342,[target]:enables:[co_agent],[agent]:causes:[action]
1480,348,0.3917820453643799,[delta]:observational_association:[target],[agent]:causes:[action]
1481,590,0.35738706588745117,markedly raised/qualitative,[agent]:causes:[action]
1482,499,0.29277610778808594,[target]:associated_with:[agent],[agent]:causes:[action]
1483,226,0.26856160163879395,[biomarker]:dose_dependence:[exposure],[agent]:causes:[action]
1484,255,0.23287248611450195,[co_agent]:observational:[delta],[agent]:causes:[action]
1485,559,0.13647723197937012,[threshold]:requires_investigation:[target],[agent]:causes:[action]
1486,242,0.12267088890075684,[co_agent]:causes:[agent],[agent]:causes:[action]
1487,497,0.12217593193054199,[suggested_condition]:suggests:[biomarker],[agent]:causes:[action]
1488,132,0.0502324104309082,Sensitivity,[agent]:causes:[action]
1489,444,-0.06144142150878906,[fact_arg->fact_arg->threshold]:implies:[fact_arg->fact_arg->agent],[agent]:causes:[action]
1490,435,-0.07474517822265625,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1491,74,-0.09655475616455078,Hepatobiliary source,[agent]:causes:[action]
1492,468,-0.11886835098266602,[fact_arg->target]:implies:[fact_arg->threshold],[agent]:causes:[action]
1493,133,-0.1458301544189453,Single enzyme elevation,[agent]:causes:[action]
1494,514,-0.14989233016967773,[target]:enables:[outcome],[agent]:causes:[action]
1495,27,-0.21890735626220703,Admission to hospital,[agent]:causes:[action]
1496,115,-0.27401113510131836,SENT_10,[agent]:causes:[action]
1497,168,-0.38454246520996094,[agent]:diagnostic_for:[condition],[agent]:causes:[action]
1498,448,-0.4349632263183594,[fact_arg->fact_arg->threshold]:implies:[fact_arg->target],[agent]:causes:[action]
1499,381,-0.5106081962585449,[exposure]:highest_levels_in:[biomarker],[agent]:causes:[action]
1500,130,-0.5205883979797363,Scoring system,[agent]:causes:[action]
1501,395,-0.544550895690918,[fact_arg->agent]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1502,101,-0.5486335754394531,No liver disease,[agent]:causes:[action]
1503,196,-0.5853900909423828,[agent]:observational:[delta],[agent]:causes:[action]
1504,387,-0.5956743955612183,[fact_arg->action]:implies:[fact_arg],[agent]:causes:[action]
1505,211,-0.6874172687530518,[agent]:recommends:[co_agent],[agent]:causes:[action]
1506,411,-0.7168891429901123,[fact_arg->fact_arg->action]:implies:[fact_arg->fact_arg->agent],[agent]:causes:[action]
1507,438,-0.7239360809326172,[fact_arg->fact_arg->target]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1508,18,-0.7335004806518555,ALT:ALP ratio <2,[agent]:causes:[action]
1509,322,-0.7472424507141113,[context]:causes:[agent],[agent]:causes:[action]
1510,422,-0.7891209125518799,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1511,42,-0.9354596138000488,Blood analysis,[agent]:causes:[action]
1512,475,-1.1708705425262451,[fact_arg]:implies:[fact_arg->action],[agent]:causes:[action]
1513,474,-1.2657668590545654,[fact_arg->threshold]:implies:[fact_arg],[agent]:causes:[action]
1514,550,-1.4158716201782227,[target]:specificity_decreases:[agent],[agent]:causes:[action]
1515,483,-1.4824254512786865,[fact_arg]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1516,560,-1.4893426895141602,absence of either cholestatic liver enzyme levels or antimitochondrial antibodies/string,[agent]:causes:[action]
1517,580,-1.533134937286377,increase/string,[agent]:causes:[action]
1518,290,-1.594498872756958,[condition]:differentiates:[target],[agent]:causes:[action]
1519,320,-1.6218795776367188,[condition]:useful_for:[agent],[agent]:causes:[action]
1520,515,-1.6467933654785156,[target]:fails_to_provide:[agent],[agent]:causes:[action]
1521,265,-1.713944911956787,[cohort]:causes:[effect],[agent]:causes:[action]
1522,198,-1.7442874908447266,[agent]:observational:[evidence_source],[agent]:causes:[action]
1523,225,-1.83198881149292,[agent]:useful_for:[target],[agent]:causes:[action]
1524,96,-1.8499257564544678,Medical cholestasis,[agent]:causes:[action]
1525,47,-1.8678970336914062,Cholestatic disorder,[agent]:causes:[action]
1526,43,-1.93973708152771,Body mass index,[agent]:causes:[action]
1527,139,-2.0121569633483887,Women,[agent]:causes:[action]
1528,517,-2.051447629928589,[target]:improves:[agent],[agent]:causes:[action]
1529,192,-2.067366600036621,[agent]:observational:[co_agent],[agent]:causes:[action]
1530,23,-2.089198589324951,AST:ALT ratio >1.5,[agent]:causes:[action]
1531,602,-2.131635904312134,rise,[agent]:causes:[action]
1532,410,-2.1322500705718994,[fact_arg->fact_arg->action]:implies:[fact_arg->agent],[agent]:causes:[action]
1533,176,-2.1395516395568848,[agent]:enables:[target],[agent]:causes:[action]
1534,138,-2.2066359519958496,Vitamin B12 deficiency,[agent]:causes:[action]
1535,60,-2.2367501258850098,Enzyme ratios,[agent]:causes:[action]
1536,318,-2.2905893325805664,[condition]:specificity_decreases:[agent],[agent]:causes:[action]
1537,153,-2.336693286895752,[action]:used_for:[agent],[agent]:causes:[action]
1538,339,-2.510340929031372,[delta]:observational:[agent],[agent]:causes:[action]
1539,314,-2.519455909729004,[condition]:requires_monitoring:[agent],[agent]:causes:[action]
1540,72,-2.5991575717926025,Hepatitic disorder,[agent]:causes:[action]
1541,272,-2.6243364810943604,[cohort]:remains_high_in:[biomarker],[agent]:causes:[action]
1542,505,-2.6430985927581787,[target]:diagnostic_for:[agent],[agent]:causes:[action]
1543,536,-2.771329402923584,[target]:precludes:[agent],[agent]:causes:[action]
1544,549,-2.8365275859832764,[target]:role_in:[condition],[agent]:causes:[action]
1545,237,-2.8989481925964355,[biomarker]:reflects:[delta],[agent]:causes:[action]
1546,396,-2.9589033126831055,[fact_arg->agent]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1547,66,-2.988903522491455,Functional capacity of the liver,[agent]:causes:[action]
1548,291,-2.989839553833008,[condition]:greater_than:[agent],[agent]:causes:[action]
1549,363,-3.024548292160034,[effect]:causes:[cohort],[agent]:causes:[action]
1550,283,-3.024782419204712,[condition]:causes:[target],[agent]:causes:[action]
1551,486,-3.0670065879821777,[fact_arg]:implies:[fact_arg->threshold],[agent]:causes:[action]
1552,220,-3.125838041305542,[agent]:specificity_decreases:[target],[agent]:causes:[action]
1553,90,-3.1438307762145996,Macrocytosis,[agent]:causes:[action]
1554,535,-3.1618146896362305,[target]:observed_in:[agent],[agent]:causes:[action]
1555,390,-3.201172351837158,[fact_arg->agent]:implies:[fact_arg->condition],[agent]:causes:[action]
1556,401,-3.251356601715088,[fact_arg->component]:implies:[fact_arg->condition],[agent]:causes:[action]
1557,164,-3.2663121223449707,[agent]:causes:[effect],[agent]:causes:[action]
1558,245,-3.383810043334961,[co_agent]:diagnostic_for:[condition],[agent]:causes:[action]
1559,64,-3.3921194076538086,Folate deficiency,[agent]:causes:[action]
1560,518,-3.4390296936035156,[target]:indicator_of:[agent],[agent]:causes:[action]
1561,335,-3.480252742767334,[delta]:causes:[effect],[agent]:causes:[action]
1562,332,-3.4830591678619385,[delta]:causes:[agent],[agent]:causes:[action]
1563,161,-3.509922981262207,[agent]:causes:[condition],[agent]:causes:[action]
1564,325,-3.5177083015441895,[context]:observational:[condition],[agent]:causes:[action]
1565,106,-3.5429956912994385,PBC,[agent]:causes:[action]
1566,357,-3.5447773933410645,[delta]:suggests:[biomarker],[agent]:causes:[action]
1567,403,-3.5647733211517334,[fact_arg->component]:implies:[fact_arg],[agent]:causes:[action]
1568,308,-3.615513563156128,[condition]:observed_in:[delta],[agent]:causes:[action]
1569,24,-3.6254022121429443,AST:ALT ratio should be <1/string,[agent]:causes:[action]
1570,223,-3.6483728885650635,[agent]:used_for_differentiation:[target],[agent]:causes:[action]
1571,471,-3.6981287002563477,[fact_arg->threshold]:implies:[fact_arg->agent],[agent]:causes:[action]
1572,58,-3.7262864112854004,Early identification of metabolic risk factors,[agent]:causes:[action]
1573,89,-3.752271890640259,Liver transaminases,[agent]:causes:[action]
1574,269,-3.775298595428467,[cohort]:highest_levels_in:[exposure],[agent]:causes:[action]
1575,261,-3.8583719730377197,[co_effect]:causes:[agent],[agent]:causes:[action]
1576,414,-3.914048671722412,[fact_arg->fact_arg->action]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1577,218,-3.9845566749572754,[agent]:role_in:[target],[agent]:causes:[action]
1578,193,-4.011180400848389,[agent]:observational:[comparison],[agent]:causes:[action]
1579,493,-4.099065780639648,[outcome]:observational_association:[condition],[agent]:causes:[action]
1580,141,-4.136448860168457,[action]:causes:[effect],[agent]:causes:[action]
1581,407,-4.182023048400879,[fact_arg->condition]:implies:[fact_arg->target],[agent]:causes:[action]
1582,48,-4.202880859375,Cholestatic picture,[agent]:causes:[action]
1583,169,-4.218183517456055,[agent]:diagnostic_for:[evidence_source],[agent]:causes:[action]
1584,386,-4.236814975738525,[fact_arg->action]:implies:[fact_arg->threshold],[agent]:causes:[action]
1585,62,-4.277318000793457,Evaluation,[agent]:causes:[action]
1586,466,-4.309776306152344,[fact_arg->target]:implies:[fact_arg->fact_arg->threshold],[agent]:causes:[action]
1587,8,-4.3557586669921875,<=1/ratio,[agent]:causes:[action]
1588,149,-4.395004749298096,[action]:requires_investigation:[threshold],[agent]:causes:[action]
1589,427,-4.469381332397461,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg->action],[agent]:causes:[action]
1590,431,-4.548959732055664,[fact_arg->fact_arg->condition]:implies:[fact_arg->fact_arg],[agent]:causes:[action]
1591,113,-4.56504487991333,Risk stratification,[agent]:causes:[action]
1592,217,-4.570985317230225,[agent]:role_in:[condition],[agent]:causes:[action]
1593,369,-4.63432502746582,[evidence_source]:diagnostic_for:[agent],[agent]:causes:[action]
1594,355,-4.636902332305908,[delta]:reflects:[biomarker],[agent]:causes:[action]
1595,183,-4.732741355895996,[agent]:indicator_of:[target],[agent]:causes:[action]
1596,490,-4.754056930541992,[outcome]:enables:[co_agent],[agent]:causes:[action]
1597,70,-4.765447616577148,Heavy-drinker,[agent]:causes:[action]
1598,526,-4.812746047973633,[target]:not_reflects:[biomarker],[agent]:causes:[action]
1599,191,-4.817372798919678,[agent]:not_observed:[target],[agent]:causes:[action]
1600,532,-4.898033142089844,[target]:observational:[evidence_source],[agent]:causes:[action]
1601,464,-4.91376256942749,[fact_arg->target]:implies:[fact_arg->fact_arg->condition],[agent]:causes:[action]
1602,15,-4.9327826499938965,ALT production,[agent]:causes:[action]
1603,186,-5.084109783172607,[agent]:normal_or_minimally_elevated:[condition],[agent]:causes:[action]
1604,434,-5.119145393371582,[fact_arg->fact_arg->target]:implies:[fact_arg->agent],[agent]:causes:[action]
1605,494,-5.195615768432617,[prevalence]:observed_in:[biomarker],[agent]:causes:[action]
1606,259,-5.202164649963379,[co_agent]:recommends:[agent],[agent]:causes:[action]
1607,88,-5.234149932861328,Liver enzymes,[agent]:causes:[action]
1608,573,-5.306656360626221,differentiating the site of biliary obstruction,[agent]:causes:[action]
1609,360,-5.330790042877197,[effect]:causes:[agent],[agent]:causes:[action]
1610,172,-5.352944850921631,[agent]:differentiates:[condition],[agent]:causes:[action]
1611,246,-5.355316638946533,[co_agent]:diagnostic_for:[evidence_source],[agent]:causes:[action]
1612,22,-5.386954307556152,AST:ALT ratio <1.5,[agent]:causes:[action]
1613,544,-5.402220726013184,[target]:requires_investigation:[threshold],[agent]:causes:[action]
1614,421,-5.414574146270752,[fact_arg->fact_arg->agent]:implies:[fact_arg->fact_arg->target],[agent]:causes:[action]
1615,143,-5.507408142089844,[action]:improves:[target],[agent]:causes:[action]
1616,29,-5.562536239624023,Age,[agent]:causes:[action]
1617,334,-5.670061111450195,[delta]:causes:[condition],[agent]:causes:[action]
1618,368,-5.841940879821777,[effect]:observational:[delta],[agent]:causes:[action]
1619,118,-5.855027198791504,SENT_13,[agent]:causes:[action]
1620,378,-5.855878829956055,[exposure]:dose_dependence:[biomarker],[agent]:causes:[action]
1621,352,-5.906888008117676,[delta]:observed_in:[cohort],[agent]:causes:[action]
1622,250,-5.95151948928833,[co_agent]:enables:[target],[agent]:causes:[action]
1623,159,-5.976872444152832,[agent]:causes:[co_effect],[agent]:causes:[action]
1624,311,-6.104450225830078,[condition]:requires_investigation:[target],[agent]:causes:[action]
1625,548,-6.120051860809326,[target]:role_in:[agent],[agent]:causes:[action]
1626,279,-6.215155124664307,[component]:differentiates:[target],[agent]:causes:[action]
1627,28,-6.215248107910156,Advanced fibrosis,[agent]:causes:[action]
1628,596,-6.356628894805908,peaked rise >1000 I/U/quantitative,[agent]:causes:[action]
1629,52,-6.3947649002075195,Daily alcohol consumption,[agent]:causes:[action]
1630,315,-6.422489643096924,[condition]:requires_monitoring:[target],[agent]:causes:[action]
1631,1,-6.424915313720703,0.6,[agent]:causes:[action]
1632,520,-6.436269760131836,[target]:is_a:[agent],[agent]:causes:[action]
1633,230,-6.464736461639404,[biomarker]:highest_levels_in:[exposure],[agent]:causes:[action]
1634,277,-6.5039238929748535,[component]:differentiates:[agent],[agent]:causes:[action]
1635,84,-6.60487699508667,Liver disease,[agent]:causes:[action]
1636,150,-6.623140335083008,[action]:requires_monitoring:[agent],[agent]:causes:[action]
1637,424,-6.770690441131592,[fact_arg->fact_arg->agent]:implies:[fact_arg->target],[agent]:causes:[action]
